"Date","Author","Verified","Helpful","Title","Body","Rating","Images","Videos","URL","Variation","Style"
"Reviewed in the United States on June 5, 2021","Kristina Bean","yes","yes","No relief","Took this for 3 weeks,  I felt no relief. Actually I think my joints felt worse.  Not buying this again",1,"-","-","https://www.amazon.com/gp/customer-reviews/RKJ475ONBBWFK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 23, 2021","Mirjana Menjic","yes","yes","Didn’t work","I bought 1 month supply and waited until I used it all to write the review... if you want to save money stay away from it, it absolutely did not work. I am very active, but in last year I start having knee pain and tried different supplements and this is the latest one, did nothing for me. Of course it doesn’t help that this supplement is is higher price scale. Don’t waist your money.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RC1G0I8RUZAKL/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 18, 2021","Gregory A Paulsen","yes","yes","Repair your joints? No, and you'll never get a refund","I guess this is more ""Miracle"" treatment, if any of this stuff worked we'd all be in great shape...does not do what is says it does. Tried to get my money back, even though it was shipped from Purity they said Amazon was responsible, no refund from either...rip off!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1NTJK2WBSR3MD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 10, 2021","Sweet Georgia","yes","yes","Restless Nights","I tried this product for about a month.  In that time, I noticed that I had problems sleeping throughout the night (and I have sleep apnea).  The only thing new was the addition of this supplement.  When I stopped taking the pills, my sleep returned to normal immediately.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R28U6D1OOM9U2M/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 4, 2021","Barbara Bronson","yes","yes","Raised blood pressure","Beware if you have high blood pressure. This medication raised my blood pressure significantly. Had to stop using before I could see if it relieved my joint pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RHQL1I1K8077F/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 2, 2021","joann mow","yes","yes","Effected my blood pressure.","Affected blood pressure",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2NNWZGOM93HFK/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 26, 2021","Vicki M","yes","yes","Didn’t work for us","My husband tried these for 2 months but he still has pain in his knees. At first he thought it helped but after a couple of weeks his knees were still hurting. He is going to talk to his doctor to see if there is something better.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R2ZBL4148EKYJY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 4, 2023","JRINC","yes","yes","no difference","the pills were easy to swallow, but did not help my knee or back pain.  I have a very good friend that liked the product and recommended it for back and knee pain.  he has a much more chronic condition so I had great hope for this product, I saw practically no change and no improvement.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3U3TX2E09FAQQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 4, 2022","James l Hubbard","yes","yes","Doesn't work as it says also very expensive for not working don't recommend","Too expensive 😪  doesn't work... took it for 2 months  no help disappointed customer",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2TL5L7Q721CR7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 2, 2022","Rafael Arocha","yes","yes","I have taken it for more than 9 days and I have not noticed any change","I have taken it for more than 9 days and I have not noticed any change",2,"-","-","https://www.amazon.com/gp/customer-reviews/RPDQOD59OVL1Y/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 16, 2022","echoesone","yes","yes","Did nothing for me","I can't speak for anyone else who would take this product but for me it did nothing.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R28UGGTZTNG5W1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 26, 2022","gracefulfeline","yes","yes","Didn’t help me","I took it for 2 months & couldn’t tell any difference. My brother says it helps him a lot. I think I’m beyond help.",2,"-","-","https://www.amazon.com/gp/customer-reviews/RBLK9KQM0K327/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 10, 2021","Cynthia","yes","yes","Ineffective","This just didn't have any effect.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R149L2BH1KYRXU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 29, 2021","StevenM","yes","yes","Pricy, not worth the cost. I think it's all hype, to drain you pocket book.","Tried the whole box, didn't notice any improvement compared to the two a day pills from you know who. I am going back to them, been using that brand for years. In my opinion these little things way over priced and all hype.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R29KL10WFSL8GE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 26, 2021","S D Jackson","yes","yes","Didn't work for me!","This wasn't effective for me maybe because my knee joint is too far gone. I experience more relief from motrin.",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2YL7PJVIAW8OO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 12, 2021","Hermelinda De Jesus","yes","yes","The price","Going 1/2 on the second pkg. & no pain reliever",2,"-","-","https://www.amazon.com/gp/customer-reviews/R3OPPLIS1XKFPQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 26, 2020","debbie","yes","yes","not sure about these","I was told I have arthritis in my knees.. my knees do hurt so thought I would try flexuron... I have taken 2 boxes of them and I can't say that I really see a difference...  so I may not purchase again",2,"-","-","https://www.amazon.com/gp/customer-reviews/RB52HXDV7K1XU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 19, 2020","Margaret Shiflett","yes","yes","No change in pain relief","I don't notice any difference in pain relief",2,"-","-","https://www.amazon.com/gp/customer-reviews/R39NCQ9NQIP163/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 24, 2020","Melanie Turner","yes","yes","Not a fan","Am I the only one having a hard time swallowing these pills? I took a pill (I’ve been taking them for 5days), and this last time it hurt so bad to swallow it, I decided that was the last one I’m ever going to take. I just can’t. It hurts my throat!",2,"-","-","https://www.amazon.com/gp/customer-reviews/R26Y7OFHISFY87/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 12, 2019","Wayne L.","yes","yes","I did not feel any difference","I took it as prescribed and did not see any difference",2,"-","-","https://www.amazon.com/gp/customer-reviews/R2TU61RNOOOCA0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 24, 2023","Amazon Customer","yes","yes","Still undecided","After years of taking several supplements for joint health and still experiencing inflammation, pain, and swelling; I bought a 2-month supply of Flexuron. I've used Flexuron for about 3 weeks now, and I'm on the fence about whether it will help me or not. I will continue to take all that I purchased. Sometimes it takes a little while for a supplement to achieve its therapeutic benefit.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2NF4G23S319ZD/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on March 21, 2023","Merry D.","yes","yes","It may work for some but just not for my knee issue","Product ad was convincing but just didn't work for me",3,"-","-","https://www.amazon.com/gp/customer-reviews/RLJKPDC2VYSSU/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 24, 2023","John","yes","yes","Works well for me","Works well for me better than other products.  But expensive.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R6QNK3UPM9L68/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on November 16, 2021","Grammy","yes","yes","Disappointed","Did not receive the help I expected.",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2M29SWGNGGZRC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 20, 2021","JANICE  K. HAMMERLY","yes","yes","Wasn’t for me","These didn’t work on me prob cause I have bone on bone",3,"-","-","https://www.amazon.com/gp/customer-reviews/R34YOJ62QBUB1Z/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 21, 2020","Charlene Irvin","yes","yes","Unable to use - sorry","Pills shaped wrong for my throat. I managed to get 3 down but almost choked. Sad because they seemed to give some relief",3,"-","-","https://www.amazon.com/gp/customer-reviews/R3UJRLYYYZFUWT/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 19, 2020","Kenneth R Morris","yes","yes","Product easy to take","Its has not help me with my pain I have been taking 2 a day but I am still in a lot of pain",3,"-","-","https://www.amazon.com/gp/customer-reviews/R2DIB93X2YU4O0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 3, 2023","Deuces","yes","yes","Give it some time","So far so good. It's been 6 weeks. Knees aren't worse but not yet noticeably better. I'll give it 3 months to improve or quit it.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1VCN085VHHDP0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 3, 2023","Amazon Customer","yes","yes","Flexuron","To soon to rate, I only took it one day, says It will star to add comfort after 7 days..I willrate this product then.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3LUSZPU73HCII/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 28, 2023","Barbara B.","yes","yes","Only have taken it for two weeks","Seeing I have only been taking it for two weeks it is hard to tell if it is really working well yet.  Plus I have been doing a lot of gardening and canning so pushing my old body quit a bit to see to much difference.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R3C106FXC4PHY5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 19, 2023","Amazon Customer","yes","yes","Regular","Regular",4,"-","-","https://www.amazon.com/gp/customer-reviews/R22TICDXVV6QGE/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 28, 2021","M. McAleer","yes","yes","Easy to swallow and just 1 pill","I’ve tried several different brands. None really seem to make much of a difference. Everyone is different though and maybe this would work for someone else. I didn’t notice any difference from the last brand I tried.",4,"-","-","https://www.amazon.com/gp/customer-reviews/RL4DQCX3BO3DW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 10, 2021","Maria L","yes","yes","Good product, bad packaging","Although this product has relieved pain in my knees, the blister packaging makes storage, in my medicine cabinet,  difficult, the blister pack does not sit on the shelf",4,"-","-","https://www.amazon.com/gp/customer-reviews/R284ZIVZ21RQC3/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 27, 2020","KATHERINE ZAPPASODI","yes","yes","Good","Pain",4,"-","-","https://www.amazon.com/gp/customer-reviews/RRES7XX6YD6H5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 25, 2019","JEAN M MCELROY","yes","yes","works","I like the size, easy to swallow.  I have joint pain in most joints mainly my fingers. I have been taking this for 3 months now and have seen some improvement.  Will continue to take it as it seems to work.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1BN7H8KGITNRV/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 19, 2019","Barbara S.","yes","yes","Hopeful","Too soon to tell. I do notice a slight decrease in joint pain but has only been 2 weeks",4,"-","-","https://www.amazon.com/gp/customer-reviews/RXQG164WW0FQA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 10, 2019","Renee","yes","yes","Easy to swallow","Being a runner I have discomfort in my knees. After 7 days of taking this I have noticed some improvements. I also really like the small way to swallow gel caps.",4,"-","-","https://www.amazon.com/gp/customer-reviews/R1ZSGB5KWWYGIN/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 6, 2019","gwen west","yes","yes","It help some","Good",4,"-","-","https://www.amazon.com/gp/customer-reviews/R2KWVRIF9BICSJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 23, 2023","James Campbell","yes","yes","It works","It’s allowing me to delay a total knee replacement.  I felt a significant loss of pain by Day 4!",5,"-","-","https://www.amazon.com/gp/customer-reviews/RFIYHYW8GIGVQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on August 26, 2023","Vicky","yes","yes","It worked for me.","As a tennis player I suffer from a minor pain on my right knee: after a month or so of taking this, the pain went away: it was the only change I made, which makes me assume it worked!",5,"-","-","https://www.amazon.com/gp/customer-reviews/R22KDBG50RA19P/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 10, 2023","RFMagic","yes","yes","It works","Worked literally in one day to reduce knee discomfort",5,"-","-","https://www.amazon.com/gp/customer-reviews/R10IGY2BOO5V8L/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on July 4, 2023","Amazon Customer","yes","yes","Works great","Started working in 3 days",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2SIMPFOHEYJIP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on May 24, 2023","Cloudy Knight","yes","yes","Pretty good","Give it a few weeks, not a cure but definitely helps.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R28TZG7Q3FI9J5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on May 23, 2023","JES","yes","yes","My cousin is a professional International soccer player and trusts this product.","Crill oil, Hyaluronic Acid, and  Astaxanthin provide the Benefits for joint comfort and joint flexability for hips, knees, and shoulders in just seven days.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1SV6K37B7LM7N/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 26, 2023","Jackie Mosonyi","yes","yes","Works well","Has helped with my knee pain.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R3RLHFHVV1FRPZ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on April 24, 2023","Patricia Rapp","yes","yes","It works well","I liked it, it works well have been using it for just over a year",5,"-","-","https://www.amazon.com/gp/customer-reviews/RSHRAPJMB06EC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 22, 2023","Ron LittleCloud","yes","yes","Great price","Great price",5,"-","-","https://www.amazon.com/gp/customer-reviews/RUO8KH09Q1Y9H/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on March 22, 2023","Kindle Customer","yes","yes","No flavor seems to work quickly","Works guickly",5,"-","-","https://www.amazon.com/gp/customer-reviews/R14ATAUYUHF7U7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 21, 2023","Amazon Customer","yes","yes","Fantastic product. Really works!","Very superior pain & joint relief.Highly recommend.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1AEF4UHE07AR7/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 16, 2023","Susan Herring","yes","yes","This really works!","I have tried many different products with no results. This works—I’m on my seventh day and have a noticeable improvement in my knee.  Will order again",5,"-","-","https://www.amazon.com/gp/customer-reviews/RQ3HEQBQI1RPH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 11, 2023","Jack Pennington","yes","yes","Works for me!","I believe that (for me) these work better than Glucosamine/Chondroitin.BTW they have no flavor.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R2STBGKQ8MHDJR/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 10, 2022","susan fujita","yes","yes","Disappointed.","Disappointed, no improvement.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1TH5AWU6WC0ZH/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on December 3, 2022","Dr. JKR","yes","yes","Noticeable Improvement","I had strong pain in my right knee and notice an impressive improvement after taking these .",5,"-","-","https://www.amazon.com/gp/customer-reviews/RT4CXGW7MGTV0/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on November 18, 2022","Marsha","yes","yes","Take as directed","Easy to swallow. Seems to have helped with some pain, will continue taking and waiting on my flexuron pm with melatonin.",5,"-","-","https://www.amazon.com/gp/customer-reviews/R1K0V5ACOTHBYW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on June 15, 2020","Amazon Customer","yes","yes","No Results after 1 week","I have been taking for one week now per the directions, but have experienced no affects.  Will finish the box and determine then wether it was worth it.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R33YMBAYXNJFIS/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 28, 2023","LadybugLadybug","yes","-","Did not work for me","I took these as prescribed but didn’t get any good results.  It stated 7 day you would notice.",1,"https://m.media-amazon.com/images/I/71FAquxSwRL.jpg","-","https://www.amazon.com/gp/customer-reviews/R1VRNR9IL82LRJ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on January 18, 2023","Juanita villaJuanita villa","yes","-","Llegó dañado","Llegó dañado",1,"https://m.media-amazon.com/images/I/516PJeVghAL.jpg , https://m.media-amazon.com/images/I/61YpcEd7p-L.jpg","-","https://www.amazon.com/gp/customer-reviews/RHCXLKY2J5IC6/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 22, 2021","karakara","yes","-","2 of the pills were broken inside the pkg","Writing this in a review because I cant find a place to message the store. Pills were broken inside pkg. An expensive product for it to arrive broken",2,"https://m.media-amazon.com/images/I/61Fy7J-5VEL.jpg , https://m.media-amazon.com/images/I/717Si2cch1L.jpg , https://m.media-amazon.com/images/I/81BBLRduVCL.jpg","-","https://www.amazon.com/gp/customer-reviews/R3FVHMH6BXD36/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 17, 2023","David Stock","yes","-","Made me sick","It might be an excellent product, but it made me sick after one tablet. Still, I pushed forward and finally quit taking it on the fifth day. I literally couldn't take it anymore due to severe stomach distress. Neither the company nor Amazon offers returns for this product, so keep that in mind.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R15BKPTI7NJ0GA/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 7, 2023","Denise Washington ","yes","-","Almost done, and haven't felt a change or relief","Did nothing for me",1,"-","-","https://www.amazon.com/gp/customer-reviews/RXDGSFA3RZ8U5/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 5, 2023","William C. Cantrell","yes","-","It doesn’t work","I’ve taken the prescribed amount now for 45 days and my arthritis pain has not decreased at all. A waste of money for a snake oil.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1007ZNJ93EMBP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on October 2, 2023","RubyGrl","yes","-","Did not work","I had high hopes for this. For me, it did not provide pain relief from arthritis. It is easy to swallow but has a slight fish flavor I found unpleasant. I could not finish the box because of so much pain and had to switch back to the glucosamine/chondroitin/ hyaluronic acid powder I was using previously.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R36JMME07OPKOW/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on October 1, 2023","Sam","yes","-","Didn't work for me","Know a fellow who swears by it works for him, did absolutely nothing for me.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RCIHAD0AR16MQ/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 24, 2023","Kiki","yes","-","Does not work","Been taking for over two weeks and I notice no difference.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3D1IANASLKKL1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","-","-"
"Reviewed in the United States on September 22, 2023","Amazon Customer","yes","-","Flexuron","Does not work, I have taken 18 tablets nowNOTHING!",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1RPWYQZX2QVG1/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 21, 2023","Bluejay","yes","-","NO HELP AT ALL","I'm on day 21 with no difference in knee pain.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R5SYQZDC972LC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 20, 2023","We're Good","yes","-","NOT WORTH THE MONEY","I've taken it for 2 weeks and no change, I have started taking the Liquid glucosamine with the last of it, still no relief. I miss the liquid Joint Juice I was taking before, it worked for me.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1I3LUMQNDRWLP/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on September 5, 2023","heyslick","yes","-","Did not work","This did not work for my husband. Seems like they lied I can not seem to get a refund.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RZ6JO5MIYKLHC/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 29, 2023","mjo","yes","-","Won’t reorder","Did not work for me unfortunately.",1,"-","-","https://www.amazon.com/gp/customer-reviews/R1876ZXMMGH8MY/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 24, 2023","Maria verás  gomez","yes","-","no silve eso.","no es buena.",1,"-","-","https://www.amazon.com/gp/customer-reviews/RU82ADTANHS6U/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 23, 2023","ann swatzell","yes","-","not good","Had no relief from pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R3RQ4JD6FQ8K43/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on April 6, 2023","hawkeyebiker","yes","-","Disappointed","I haven't noticed any difference since I started taking this",1,"-","-","https://www.amazon.com/gp/customer-reviews/R22HR3L40WOE91/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
"Reviewed in the United States on February 27, 2023","Stacey ","yes","-","Didn’t work at all","These didn’t help me at all with pain",1,"-","-","https://www.amazon.com/gp/customer-reviews/R9Q1VNY1TJURO/ref=cm_cr_getr_d_rvw_ttl?ie=UTF8&ASIN=B07DP7V13H","B07DP7V13H","Size: 30 Count (Pack of 1)"
